function	1103_V2_D1_pb	1103_V6_D29_pb	2103_V2_D1_pb	2103_V6_D29_pb	2202_V2_D1_pb	2202_V5_D22_pb	3204_V2_D1_pb	3204_V6_D29_pb	3216_V2_D1_pb	3216_V6_D29_pb	3218_V2_D1_pb
EC:3.4.21.107	1807	994	1188	1227	419	658	1366	1127	549	416	813
EC:3.5.1.107	0	0	0	0	0	0	0	0	0	1	9
EC:1.1.1.108	38	13	10	3	12	14	0	2	24	81	8
EC:1.3.1.108	1	1	0	4	0	0	1	1	5	9	1
EC:2.5.1.108	0	0	0	0	0	0	0	0	20	90	0
EC:2.6.1.108	7	33	11	11	0	38	1	1	6	3	15
EC:3.1.1.108	27	10	0	0	4	0	11	3	0	0	0
EC:3.5.1.108	325	68	95	94	2	3	9	4	0	1	1
EC:2.3.1.109	9	4	0	0	1	0	5	1	0	1	0
EC:2.4.1.109	2	0	1	3	1	3	1	3	4	3	6
EC:3.1.1.109	41	12	0	0	0	0	0	1	0	0	0
EC:3.1.1.110	0	0	11	2	0	1	0	0	2	4	18
EC:3.4.21.110	0	0	0	0	0	0	0	0	0	0	1
EC:3.5.1.110	10	9	5	11	2	0	3	3	1	0	0
EC:4.1.1.111	260	40	0	0	0	0	0	0	0	0	0
EC:2.6.1.112	0	1	0	4	0	0	0	0	0	0	1
EC:2.1.1.113	1	0	0	0	0	0	0	0	0	1	0
EC:2.5.1.113	1	0	0	0	0	0	0	0	0	0	0
EC:2.7.1.113	1	0	0	0	0	1	0	0	2	0	1
EC:3.2.1.113	0	1	0	0	0	0	0	0	0	0	0
EC:4.2.1.113	61	10	147	166	13	34	26	60	9	3	29
EC:1.3.1.114	0	1	0	0	0	0	10	17	0	1	0
EC:2.5.1.114	0	0	0	0	0	0	0	0	13	114	0
EC:4.2.1.114	1	0	0	1	0	0	0	0	21	181	0
EC:1.3.1.115	3	0	0	0	0	3	33	29	0	0	0
EC:3.5.1.115	1	0	0	0	0	0	0	0	0	1	0
EC:4.2.1.115	268	173	72	21	2	1	509	316	29	71	54
EC:1.3.1.116	2	0	0	0	0	2	48	27	2	1	0
EC:3.4.21.116	663	382	573	443	160	238	534	451	214	200	301
EC:3.5.1.116	0	0	0	0	0	0	8	0	1	0	0
EC:2.3.1.117	165	39	257	216	183	78	130	79	137	266	176
EC:2.4.1.117	0	0	0	0	1	0	0	0	2	0	0
EC:2.6.1.117	390	89	107	71	9	9	1	4	69	201	41
EC:4.1.1.117	16	6	9	16	2	5	2	5	13	40	13
EC:2.3.1.118	44	43	63	119	36	19	7	10	6	16	17
EC:4.2.1.118	0	0	0	1	0	0	0	0	0	2	0
EC:3.5.1.119	116	11	179	178	204	81	112	70	78	298	126
EC:2.5.1.120	206	66	4	8	0	15	0	0	1	1	31
EC:2.7.1.121	1210	305	184	187	167	172	436	502	151	152	156
EC:1.1.1.122	0	0	0	0	0	0	0	0	0	0	1
EC:3.2.1.122	291	70	75	35	197	42	6	14	114	239	101
EC:3.5.1.124	827	614	848	713	427	561	770	691	399	411	686
EC:3.5.1.125	0	1	1	0	0	0	0	0	4	0	0
EC:3.5.1.126	0	0	1	0	0	0	0	0	0	0	0
EC:4.2.1.126	361	249	311	262	131	231	26	28	61	186	304
EC:1.1.1.127	50	73	100	84	21	63	31	52	53	47	72
EC:1.14.13.127	2	1	0	0	0	0	3	0	0	0	0
EC:3.5.1.127	0	0	0	1	0	0	0	0	0	1	0
EC:3.5.1.128	67	44	37	62	26	25	83	33	88	177	32
EC:2.3.1.129	329	320	270	198	7	264	19	45	26	15	357
EC:2.4.1.129	145	200	135	62	22	256	58	65	19	17	289
EC:2.5.1.129	237	137	118	139	62	29	19	33	50	119	57
EC:1.1.1.130	37	11	0	0	4	6	22	36	0	0	2
EC:2.7.1.130	70	126	205	160	2	150	15	50	11	11	186
EC:4.2.1.130	0	0	0	0	0	0	0	0	1	1	0
EC:4.2.3.130	1	0	0	0	0	0	0	1	0	0	0
EC:2.1.1.131	778	373	449	379	210	251	581	624	198	312	267
EC:2.5.1.131	0	0	0	0	0	0	0	0	10	101	0
EC:1.1.1.132	0	0	0	0	0	0	0	0	0	0	1
EC:2.1.1.132	667	436	615	498	182	344	506	421	212	175	409
EC:2.5.1.132	0	0	24	29	0	1	0	0	3	1	17
EC:1.1.1.133	952	775	1331	1039	394	915	638	626	494	427	823
EC:3.2.1.135	37	183	77	45	6	156	9	6	14	4	221
EC:1.1.1.136	6	0	1	7	3	12	17	16	8	13	9
EC:2.3.1.136	0	0	0	0	5	0	0	0	0	0	0
EC:3.2.1.136	15	117	40	15	0	79	2	1	5	2	68
EC:4.2.1.136	35	33	55	50	21	47	11	56	67	21	38
EC:2.1.1.137	97	66	145	160	202	172	778	564	138	170	106
EC:3.2.1.139	25	149	52	18	8	104	4	12	4	6	44
EC:1.1.1.140	333	99	44	44	34	31	118	186	60	60	70
EC:2.5.1.140	0	1	0	0	0	0	0	0	0	0	1
EC:2.4.1.141	11	3	78	57	2	4	7	8	7	4	7
EC:2.5.1.141	24	14	0	0	4	3	14	2	1	0	0
EC:3.2.1.141	2	0	0	0	0	0	0	0	0	0	0
EC:2.5.1.142	0	0	1	0	0	0	0	0	0	1	0
EC:2.5.1.143	668	255	245	265	251	158	63	130	190	359	147
EC:2.1.1.144	27	30	32	27	169	58	108	62	1	8	3
EC:2.4.1.144	6	1	0	0	0	0	0	0	0	0	0
EC:2.5.1.144	25	25	21	9	1	13	12	2	3	3	34
EC:2.7.1.144	271	164	311	351	442	128	20	35	230	556	147
EC:2.5.1.145	1368	905	1501	1194	637	630	634	542	504	586	784
EC:2.5.1.147	0	0	0	0	0	0	0	0	5	68	0
EC:2.1.1.148	969	640	766	530	339	366	209	314	247	223	401
EC:2.7.1.148	1431	692	1112	1012	569	539	740	615	489	709	728
EC:1.14.13.149	1	0	0	0	0	0	9	0	0	0	0
EC:4.2.1.149	23	8	0	0	1	0	8	1	0	1	0
EC:4.2.1.151	277	58	1	3	0	7	0	0	3	2	21
EC:2.1.1.152	0	0	2	0	0	0	0	0	0	0	0
EC:3.2.1.152	0	0	7	2	0	6	0	0	0	0	35
EC:4.2.3.152	0	0	0	0	0	0	0	0	0	0	1
EC:4.2.3.153	0	0	0	0	0	0	0	0	12	85	0
EC:3.2.1.155	1	64	4	2	0	10	3	8	7	23	30
EC:3.2.1.156	459	153	549	446	63	145	487	374	190	257	295
EC:1.1.1.157	1243	600	1213	504	515	832	900	729	578	341	576
EC:4.2.1.157	1	0	1	0	0	0	1	0	0	0	4
EC:1.1.1.159	10	7	0	0	1	3	10	4	0	0	0
EC:4.2.1.159	2	0	0	0	0	0	0	0	0	0	19
EC:4.2.1.160	0	0	0	0	0	0	1	0	0	0	0
EC:2.7.1.161	0	0	0	0	0	0	0	0	13	91	0
EC:2.7.1.162	61	9	34	31	197	85	125	61	14	56	82
EC:2.1.1.163	5	67	23	9	4	75	4	3	5	0	55
EC:2.7.1.163	8	50	0	0	0	0	0	0	2	0	1
EC:2.7.1.165	1259	675	934	905	594	714	721	558	378	541	575
EC:3.2.1.165	0	0	0	0	0	0	0	0	0	0	1
EC:2.1.1.166	27	24	3	0	2	2	9	4	12	86	0
EC:2.7.1.166	0	2	1	0	1	0	0	0	0	0	0
EC:3.2.1.166	1	1	4	1	0	1	0	0	2	5	0
EC:2.7.1.167	32	7	20	9	0	0	0	0	0	2	5
EC:4.2.1.167	84	45	9	5	2	1	25	18	4	1	6
EC:2.3.1.168	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.1.168	83	24	23	6	0	6	91	77	66	91	8
EC:1.1.1.169	754	476	444	528	176	334	168	207	348	617	555
EC:2.3.1.169	7	3	4	1	10	3	30	47	2	3	1
EC:2.7.1.169	0	0	0	0	0	0	0	0	0	3	0
EC:2.1.1.170	1100	534	1482	1010	562	599	871	629	535	622	785
EC:2.7.1.170	14	19	5	1	2	0	10	3	1	1	1
EC:3.2.1.170	5	2	0	3	2	2	6	28	0	1	5
EC:2.1.1.171	888	495	929	755	361	466	606	462	337	445	657
EC:4.2.1.171	0	0	0	0	0	1	19	35	1	0	0
EC:2.1.1.172	102	41	97	69	181	55	102	84	62	208	80
EC:3.2.1.172	326	739	486	246	311	850	186	268	219	69	788
EC:4.2.1.172	28	124	73	33	0	79	14	34	11	14	124
EC:2.4.1.173	0	0	8	2	0	2	0	0	1	1	19
EC:2.1.1.174	47	16	0	0	4	4	12	3	0	1	0
EC:1.1.1.175	0	0	0	0	0	0	1	1	0	1	0
EC:2.7.1.175	0	0	0	0	0	0	0	1	0	0	0
EC:2.1.1.176	1120	575	881	733	343	309	607	514	372	447	406
EC:2.7.1.176	32	148	117	127	13	231	16	16	20	0	5
EC:2.1.1.177	1203	594	1340	946	573	724	684	628	513	733	832
EC:2.7.1.177	208	33	78	68	0	0	1	1	1	0	0
EC:3.2.1.177	146	713	403	386	310	692	201	302	165	139	564
EC:2.1.1.178	15	15	4	11	0	47	6	3	1	1	76
EC:2.3.1.179	1425	858	1114	978	545	696	938	1052	508	480	997
EC:2.1.1.180	0	0	0	0	0	0	0	0	1	0	0
EC:2.3.1.180	996	629	1079	918	249	587	703	565	323	220	841
EC:2.4.1.180	22	21	3	1	2	1	9	3	1	7	2
EC:2.7.1.180	1293	778	1103	1134	551	821	819	664	557	745	841
EC:3.2.1.180	100	236	173	144	20	297	169	156	99	20	380
EC:2.1.1.181	33	32	11	19	4	67	12	4	1	2	66
EC:2.3.1.181	41	107	65	29	1	86	3	54	5	8	115
EC:2.1.1.182	1411	775	1256	1112	694	679	974	945	539	927	919
EC:2.3.1.182	28	155	202	181	5	149	7	10	28	144	250
EC:2.4.1.182	375	235	191	162	9	170	33	45	13	11	173
EC:2.7.1.182	255	33	0	0	0	0	0	0	8	71	0
EC:2.1.1.183	0	0	0	0	0	0	0	0	0	1	0
EC:2.3.1.183	476	363	434	488	423	345	215	286	270	366	398
EC:2.4.1.183	0	0	1	0	0	0	0	0	0	1	0
EC:3.2.1.183	5	1	2	2	6	2	0	0	2	4	1
EC:2.1.1.184	23	69	64	44	15	151	25	108	47	42	41
EC:2.7.1.184	52	24	13	1	4	5	12	5	6	3	4
EC:3.2.1.184	9	77	12	1	0	2	1	1	3	1	11
EC:2.1.1.185	1108	702	1152	998	447	641	766	819	501	608	973
EC:3.2.1.185	61	10	72	60	253	101	152	118	68	148	180
EC:2.1.1.186	30	9	2	0	5	0	13	0	1	0	0
EC:2.1.1.187	87	83	160	71	115	91	23	171	134	145	177
EC:2.3.1.187	26	1	122	88	0	0	2	7	0	0	0
EC:2.4.1.187	913	415	460	396	104	235	528	411	202	75	307
EC:3.2.1.187	69	17	44	26	326	129	170	129	18	46	102
EC:2.1.1.189	24	12	3	0	4	4	3	4	0	0	0
EC:2.3.1.189	0	0	2	0	0	0	1	0	0	1	0
EC:2.7.1.189	4	0	0	2	0	0	7	4	0	0	2
EC:2.1.1.190	2386	1439	2176	1731	750	1083	2396	2052	944	963	1319
EC:2.7.1.190	9	5	1	0	0	0	2	0	0	0	5
EC:2.1.1.191	1979	1192	2131	1484	655	1220	1679	1594	732	408	1365
EC:2.3.1.191	397	158	152	128	5	109	14	43	15	12	158
EC:2.7.1.191	533	174	246	309	504	138	149	349	162	529	215
EC:2.1.1.192	1914	1144	1742	1325	1273	1934	3022	2559	1269	1362	1803
EC:2.7.1.192	26	13	0	1	2	1	5	1	0	0	0
EC:1.1.1.193	0	0	0	0	0	1	0	0	0	0	0
EC:2.1.1.193	899	553	783	638	318	479	586	530	363	416	530
EC:2.3.1.193	30	15	3	0	3	3	20	2	0	0	0
EC:2.7.1.193	1289	588	778	713	307	404	658	496	384	290	374
EC:2.7.1.194	118	47	26	24	41	36	34	73	66	88	30
EC:2.1.1.195	1044	545	623	565	244	446	625	616	223	321	417
EC:2.7.1.195	3	0	1	0	1	1	9	0	0	0	0
EC:2.1.1.196	273	48	9	0	1	1	1	1	25	85	2
EC:3.2.1.196	18	14	2	0	1	0	6	2	1	0	0
EC:2.1.1.197	30	91	57	23	4	74	14	8	8	4	105
EC:2.7.1.197	483	152	95	129	34	102	110	95	84	119	100
EC:3.2.1.197	29	119	50	32	6	127	6	14	14	3	103
EC:2.1.1.198	1351	702	1313	1091	468	734	898	873	486	671	1025
EC:2.7.1.198	404	126	110	119	56	120	178	243	108	114	98
EC:2.1.1.199	1993	987	1697	1428	736	1013	1432	1404	759	899	1070
EC:2.7.1.199	1078	613	690	597	249	309	647	526	354	302	330
EC:3.2.1.199	102	22	69	89	0	2	565	335	29	6	2
EC:2.1.1.200	23	13	1	0	3	1	4	3	0	0	0
EC:2.7.1.200	948	222	149	156	378	73	61	77	82	341	126
EC:1.1.1.201	215	97	19	28	30	31	18	24	38	46	12
EC:2.3.1.201	5	8	14	17	0	3	10	6	5	0	26
EC:2.7.1.201	50	24	26	14	11	8	28	51	18	13	10
EC:1.1.1.202	2	0	0	0	0	0	0	0	1	0	0
EC:2.3.1.202	0	0	0	1	0	0	0	0	0	0	0
EC:2.7.1.202	2323	924	1061	948	525	709	1102	953	532	549	606
EC:3.2.1.202	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.1.203	13	1	8	10	4	18	21	91	2	11	16
EC:2.3.1.204	1	5	5	0	0	0	0	0	1	2	0
EC:2.7.1.204	0	2	9	1	0	3	6	1	2	1	0
EC:1.1.1.205	1887	1001	2197	1778	1091	1235	1962	1758	958	1243	1517
EC:2.1.1.206	0	0	0	0	0	0	0	0	11	75	0
EC:2.7.1.206	26	8	0	0	2	1	0	4	0	0	0
EC:2.1.1.207	1287	632	1180	884	432	423	840	678	400	480	637
EC:2.7.1.207	460	122	181	184	493	74	3	5	92	386	140
EC:2.4.1.208	0	11	32	15	4	0	3	6	37	7	6
EC:2.7.1.208	7	8	62	27	7	2	14	26	40	13	7
EC:2.1.1.209	0	0	0	0	0	0	0	0	0	1	0
EC:2.3.1.210	6	4	1	0	0	0	1	0	0	0	0
EC:2.4.1.211	333	296	1093	604	500	572	338	277	509	122	534
EC:2.7.1.211	1138	571	468	518	413	242	360	240	324	543	266
EC:2.4.1.212	26	9	1	0	0	0	4	6	0	0	0
EC:2.1.1.213	0	0	0	0	0	0	0	0	7	108	0
EC:2.7.1.213	0	0	0	0	0	0	1	0	0	0	0
EC:3.2.1.213	58	8	46	24	232	93	154	120	17	56	71
EC:2.7.1.215	0	0	0	0	0	0	0	0	7	2	9
EC:2.1.1.216	0	0	0	0	0	0	0	0	18	98	0
EC:2.4.1.216	0	1	0	0	0	0	0	0	0	0	0
EC:2.1.1.217	999	381	575	490	168	254	588	433	224	192	302
EC:2.7.1.217	21	9	1	3	2	4	38	48	1	1	1
EC:2.7.1.218	176	145	335	340	463	138	34	47	178	323	154
EC:1.1.1.219	16	107	71	21	0	97	3	11	17	10	87
EC:2.7.1.221	0	2	66	19	2	14	2	33	5	0	6
EC:2.1.1.222	0	1	0	0	0	0	0	0	0	0	0
EC:2.3.1.222	0	1	6	2	0	0	7	0	3	0	0
EC:2.1.1.223	1022	503	648	648	242	321	588	417	250	167	350
EC:2.7.1.223	10	2	0	0	0	0	114	82	1	7	32
EC:2.7.1.224	0	1	0	0	0	0	0	0	0	0	0
EC:1.14.13.225	0	2	0	0	0	0	0	0	0	0	0
EC:2.7.1.225	0	0	1	0	0	0	0	0	1	0	0
EC:2.4.1.226	0	2	0	0	0	0	0	0	0	0	0
EC:2.4.1.227	1344	733	1049	750	548	667	909	875	515	656	829
EC:2.7.1.227	11	35	8	7	1	41	2	4	4	1	26
EC:2.1.1.228	1233	619	1106	846	535	523	852	760	438	693	759
EC:2.4.1.230	16	3	0	1	0	0	0	0	0	0	0
EC:1.14.13.231	0	0	0	0	0	0	0	0	4	4	4
EC:2.3.1.234	1499	804	1532	1140	553	886	1029	1058	546	499	949
EC:1.14.13.239	3	0	0	0	0	0	16	0	0	0	0
EC:1.14.13.240	39	8	0	0	2	2	7	5	0	0	0
EC:2.1.1.242	294	171	244	282	108	34	21	16	39	44	40
EC:2.3.1.242	24	13	0	0	1	1	9	2	0	0	0
EC:2.3.1.243	16	15	5	0	5	1	5	2	0	0	0
EC:2.1.1.245	81	131	139	304	132	62	109	173	85	59	66
EC:2.3.1.245	10	9	8	2	0	3	13	4	0	2	20
EC:2.4.1.245	1	0	0	0	0	0	1	1	0	0	0
EC:2.1.1.246	0	0	0	4	1	1	6	0	17	101	8
EC:2.1.1.247	0	0	0	1	0	0	0	0	0	0	0
EC:2.3.1.247	104	26	51	25	13	46	10	15	55	145	20
EC:2.4.1.247	0	0	0	0	0	0	0	0	1	0	0
EC:2.1.1.249	1	0	0	0	0	0	1	0	0	0	1
EC:2.1.1.250	4	2	0	1	0	1	26	57	2	1	3
EC:2.4.1.250	1	0	0	0	0	0	0	0	1	2	0
EC:1.1.1.251	24	10	0	0	3	2	9	4	0	0	0
EC:2.3.1.251	19	16	0	0	1	0	14	2	0	0	0
EC:2.4.1.256	0	1	0	0	0	0	0	0	0	0	0
EC:2.1.1.258	132	140	252	375	246	123	295	294	141	107	118
EC:1.1.1.261	477	265	481	431	169	224	675	636	255	262	304
EC:1.1.1.262	64	127	90	31	2	86	10	40	4	5	140
EC:2.3.1.263	2	2	2	1	0	2	1	0	1	1	1
EC:1.1.1.264	33	21	0	0	6	1	14	3	0	0	0
EC:2.1.1.264	21	13	0	0	0	1	0	1	0	0	0
EC:2.1.1.265	22	17	26	7	4	2	6	1	27	0	1
EC:2.3.1.265	10	0	1	0	0	0	3	0	2	1	1
EC:2.1.1.266	53	46	11	8	6	26	8	7	2	0	37
EC:2.3.1.266	1194	445	1025	898	316	425	1094	823	297	406	493
EC:2.4.1.266	0	0	0	0	1	0	0	0	14	74	0
EC:1.1.1.267	1305	761	1336	989	632	757	771	702	489	586	852
EC:2.3.1.267	1255	692	1224	887	384	596	2171	1552	475	421	847
EC:2.3.1.269	24	49	21	16	4	31	4	34	11	10	48
EC:1.1.1.271	45	260	145	103	25	274	26	58	66	49	263
EC:2.1.1.272	3	0	0	0	1	3	0	0	0	0	2
EC:2.3.1.273	0	0	0	0	0	0	0	0	0	1	0
EC:2.3.1.274	956	422	820	587	319	307	657	707	320	271	433
EC:2.3.1.275	1322	640	966	781	282	444	972	795	401	236	546
EC:2.4.1.279	0	0	0	1	0	0	0	0	0	0	0
EC:2.3.1.280	41	21	0	0	2	1	10	12	0	1	0
EC:2.4.1.280	493	351	557	469	167	233	611	454	164	60	265
EC:1.1.1.281	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.1.281	211	324	130	124	16	203	16	22	103	44	285
EC:1.1.1.282	917	566	688	745	372	434	768	797	372	304	380
EC:2.3.1.286	867	479	1138	1104	593	639	936	754	518	851	748
EC:1.1.1.287	0	1	0	0	0	3	0	1	0	2	0
EC:2.4.1.287	149	31	215	234	306	96	96	64	169	519	194
EC:2.4.1.288	6	0	98	69	0	0	0	1	60	216	76
EC:1.1.1.289	17	5	86	109	1	0	8	8	35	67	39
EC:2.1.1.289	279	47	72	61	1	1	0	1	27	94	0
EC:2.4.1.289	0	0	2	0	0	0	9	17	1	3	0
EC:1.1.1.290	67	171	82	33	7	92	13	13	7	7	157
EC:2.4.1.290	0	0	0	1	0	0	0	0	0	0	0
EC:1.1.1.291	0	0	0	5	0	0	0	0	0	0	1
EC:2.4.1.291	4	21	20	14	23	42	6	5	66	73	17
EC:1.1.1.292	9	41	22	25	1	61	2	1	0	3	62
EC:2.3.1.292	96	30	0	0	9	7	1	13	0	0	0
EC:2.4.1.292	4	3	3	1	0	0	2	0	1	0	18
EC:2.1.1.297	1100	640	904	825	261	455	555	527	337	469	610
EC:1.1.1.298	2	1	0	0	0	0	0	0	0	0	0
EC:2.1.1.298	52	25	3	0	4	7	16	7	1	0	0
EC:1.1.1.300	8	87	38	11	0	42	2	3	2	3	51
EC:1.1.1.302	3	12	0	4	0	2	7	45	8	65	1
EC:1.1.1.306	0	0	0	0	0	0	1	0	0	0	0
EC:1.1.1.308	1	0	0	2	0	0	8	12	0	2	0
EC:2.1.1.310	1	0	1	0	0	1	2	1	1	2	2
EC:2.1.1.311	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.1.315	711	271	463	421	116	173	442	377	147	143	175
EC:2.4.1.319	0	0	0	0	1	0	0	0	0	0	0
EC:2.1.1.320	0	2	0	0	0	0	0	0	0	0	0
EC:2.4.1.320	4	7	0	2	0	0	0	0	0	0	0
EC:2.1.1.322	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.1.325	14	11	0	1	1	1	9	1	0	0	0
EC:2.4.1.329	1	0	1	0	0	0	0	2	3	16	0
EC:1.1.1.333	0	0	0	0	0	0	0	0	0	3	0
EC:1.1.1.335	6	1	25	16	8	23	29	45	3	7	61
EC:1.1.1.336	18	29	50	22	4	70	12	5	30	141	57
EC:2.4.1.336	62	11	114	95	180	62	115	81	19	55	95
EC:1.1.1.337	64	98	119	210	59	41	6	31	78	193	40
EC:2.4.1.337	52	21	133	70	203	94	110	113	70	87	92
EC:2.1.1.341	0	0	1	0	0	0	0	1	0	0	0
EC:1.1.1.342	1	1	13	5	0	12	0	0	1	1	42
EC:2.1.1.342	260	78	16	11	1	3	11	13	12	0	0
EC:2.4.1.342	74	3	145	144	91	40	18	13	50	160	68
EC:2.4.1.345	0	0	3	0	0	2	1	0	1	1	1
EC:1.1.1.346	483	176	544	599	102	134	575	445	299	532	220
EC:2.4.1.346	1	0	2	0	0	5	0	0	4	3	14
EC:2.1.1.348	0	1	8	6	0	0	0	0	1	1	1
EC:1.1.1.350	65	24	0	2	3	7	4	9	0	2	0
EC:2.1.1.350	16	0	7	5	6	37	37	46	1	3	56
EC:2.4.1.352	35	10	0	0	1	1	5	5	0	0	0
EC:2.1.1.354	0	1	0	0	1	0	0	0	0	0	0
EC:2.4.1.355	411	129	12	23	0	0	509	354	67	126	29
EC:2.4.1.356	3	5	1	3	0	13	0	0	0	0	4
EC:2.1.1.357	0	1	0	0	0	0	0	0	0	0	0
EC:2.1.1.360	0	0	0	0	0	0	0	0	1	0	0
EC:1.1.1.367	74	59	109	41	106	240	4	12	108	126	130
EC:2.4.1.369	39	16	0	0	0	0	0	3	0	1	0
EC:1.1.1.370	0	0	0	0	0	0	8	23	0	0	0
EC:2.4.1.370	1	2	8	2	2	0	0	0	4	1	14
EC:1.1.1.371	601	234	104	132	150	59	531	399	108	199	119
EC:2.4.1.372	0	0	13	5	4	1	1	1	16	1	0
EC:1.1.1.374	0	1	2	0	0	0	0	0	19	97	1
EC:1.1.1.380	66	35	1	0	5	1	7	14	0	0	0
EC:1.1.1.384	2	0	0	0	0	1	1	7	1	1	15
EC:1.1.1.385	239	38	6	2	0	0	0	0	2	1	1
EC:1.1.1.391	8	1	0	1	11	17	30	32	0	0	2
EC:1.1.1.392	3	2	0	0	3	4	4	6	3	0	0
EC:1.1.1.393	12	1	0	0	6	3	14	25	0	0	0
EC:1.1.1.395	3	0	0	0	0	7	81	48	2	0	1
EC:1.1.1.405	44	41	7	15	31	29	131	141	37	127	49
EC:1.1.1.411	3	3	0	0	2	0	2	1	0	0	1
EC:1.1.1.412	20	9	6	3	3	0	10	9	1	0	3
EC:1.1.1.414	50	132	61	22	7	93	18	10	9	4	103
EC:1.1.1.421	2	0	0	0	1	0	8	16	0	2	0
