ASV	1103_V2_D1	1103_V6_D29	2103_V2_D1	2103_V6_D29	2202_V2_D1	2202_V5_D22	3204_V2_D1	3204_V6_D29	3216_V2_D1	3216_V6_D29	3218_V2_D1	3218_V6_D29	taxonomy
b3d9e1f59bd4584a0601d913f3e153ff	0	0	0	0	0	0	0	0	0	8	0	20	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
d8d7f8bda5c4c7ded6339494ee7a4ee8	22	6	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__
135874eee5abc581b719320e5ef6f34e	0	0	0	0	0	0	0	27	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
51a6285eda821d0081935019356d3fee	0	0	27	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
5e2f110b6831a0d38f764b52e7762e48	0	0	0	0	0	0	0	0	0	0	0	27	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
23307bb6840d5b04b44147c72099b242	0	26	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__mesenteroides
4ebf2f3b3cdaebf9b5c6217202575f9b	20	6	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__
b599369e76a73675adaa6a8770a912f7	0	0	0	0	0	0	0	0	0	26	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
d527b0abd694be88dd6208cfb9aa01af	0	0	26	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__parvula
2a0cc8cff17eae5402c2ccb58311588f	0	7	0	0	0	0	0	0	6	0	0	12	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4afc0fd4d814283811c8102084f7784f	25	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
7b6eb1ff16143583dc56198ebe2d191e	0	0	0	0	0	25	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
9cef803634c05a3145b54e7cb15cf964	0	0	0	0	0	25	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
ac3e6e5d4448987f08db52411a33d3b3	0	0	15	10	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__
169a87692b19db5f13f986e8c33f673d	0	0	0	0	0	0	11	13	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
2bfe6dc4610795667fcc404fad0e6189	0	0	0	0	0	15	0	0	0	9	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
334eaab360226e3874ee54d90ac5e967	0	0	0	24	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
778432e9d24d2620e3bfb87964cf9ab5	0	0	0	0	0	0	0	0	0	24	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
8a8781a28c8416563f36eef5a87b42c5	0	0	24	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
9e4976b3f22f2889ea2348b491c0feb0	0	24	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__casseliflavus
bf921eb6e174bf7385e20e67efb856f7	0	0	10	0	0	0	0	0	0	0	3	11	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
e3700a1cb7f7732d11b928a8ff13e7c5	0	0	0	24	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
f69fa508229958259a9b6e159a1dd55c	0	0	0	0	0	0	0	0	0	0	24	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
21e41c525e2f042ed339dbb734d9aa73	0	0	23	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
469fe18dca9635faa3ec894cd361a3fc	15	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
7d7f5eaa6bf4f98ccf9835ed3f77be3b	0	0	23	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
9be8e4d4919ec569eb355cb676c02eef	9	14	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
a871e534dd9f04a330fe501aaf2ddfa3	0	0	0	0	0	0	0	0	0	23	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
088877ad68faabfbab81c359b99b4644	0	0	0	0	0	0	0	0	22	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
2f2c00bdcfc012199ce588a4ffc372eb	0	0	0	0	22	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
799bd253c29c039b1dd986dadb6d11e6	0	0	0	0	0	0	0	0	0	0	0	22	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
f8b5107cb25f8a3519b15890f5c2b602	0	0	0	0	0	0	0	0	0	22	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
fa6956a33481d21382e3814e8f144ef6	0	0	0	0	0	0	0	0	22	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
4d68f1b3f706ef89175359f0216199f3	0	0	0	0	0	0	0	21	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__aldenense
b39545bc0c96aa3bb848e56a1564fdb6	21	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__[Clostridium]; s__sordellii
bb4cb74a1c44bbe7d5b215abf892a7ab	0	10	11	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
e14a5c997859255bee8e9ba82e7c0f74	0	0	1	20	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
e31c7e269125382d9bd6ee8fcc1fde21	0	21	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
29fc1e11d7f813aa68e3c789b3fc1a20	16	4	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
50ef4b6ac91b2cddcb87cfe5a3b622f8	20	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
57095d4257b977e31b5d10bb127735aa	0	0	0	0	13	7	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
75404d59854cdd2500d94f233e42480a	0	0	1	18	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
f19e22102b5abe52360736ad71c055e2	0	0	14	4	0	0	0	0	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
155ace0850fc88498e3c881bc5252fcc	0	0	0	0	0	0	19	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
193c80ac54b6335babef5cf0417bf99e	7	0	0	0	0	0	0	12	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
1aa2c2a75a7f0e9890e45d4968e71744	19	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1c1ba54ef559f4c20b61df08ef5ecffd	0	0	19	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
21b3e5350ae58260ca231b42489989f2	0	0	15	4	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
3fecb9aae9ae6fe0416778d87f364947	0	0	0	0	0	0	0	19	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
a3d8762b2c203a316e4b3349d687f1e3	19	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
f148c9872201cbd90a403cf63b13e46c	0	0	0	0	0	0	19	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__
f7e142576b83c2b71e53b3f3442a5842	0	0	0	19	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ffb3bf7b7c32855e8d622314660e1a37	0	19	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
1c412f987f12489b6a82d99851b7dab0	0	0	0	0	18	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
643d606d30e0cd894df578b1a2f2a6b4	0	0	0	0	0	0	0	0	18	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
a822eed692bc6f11f3e7a953ac0a23e4	0	0	0	0	0	0	0	0	0	18	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__salivarius
b8e13c0310850a0c546b448d860dd7d6	0	0	0	0	0	0	0	0	0	0	0	18	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
bb2b13bf02fc0f1ebbeb6ca35b883fd2	0	0	0	0	0	18	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__
e19ca28ffe6e4d6de61c50555ebf11b0	0	0	0	0	0	0	0	0	16	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
705b94f81bb36a4536d0c47e54890590	0	0	0	0	0	0	0	0	0	17	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
76e540fdf18890db01d0a33c483fdbcc	0	0	0	0	0	0	0	0	0	0	8	9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
fec6f192e64feb5c8c18976bcdb6e44e	0	0	0	0	0	0	0	17	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
4e8fc7c5bea06628efad83651587955b	0	0	0	0	0	16	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4f8285827d64ed44a3a48f09c8deb2fb	0	0	0	0	0	0	5	11	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
9002efc8d0aae0e00570a0ef34a8f2f4	0	0	0	0	0	0	0	0	16	0	0	0	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
ac98d5a0d989eb469a93db5e9b3c7fd4	0	0	16	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
c4ead92fb23a6181285ef6ec89e2e80c	0	0	0	0	0	0	0	0	0	0	0	16	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ede2214a6e1f6b50efcdc481bb94b3d6	0	0	0	0	0	1	0	0	4	9	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
f910f7aa24b31f411c92bc7348a258fb	16	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
136934d5b0d091ab3ee4d9a0eedde5fa	0	0	0	0	0	0	0	0	0	0	0	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
23fcfa313d296c4f63803a333e6acb85	15	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
a0f2baee4e0b75d7c8787cdaa72f2cb9	0	0	0	0	0	0	7	8	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
b08a6aa3f972c4130d14236dc7b45a8e	0	0	0	0	0	0	0	0	0	15	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
bb1af5e6dac3b0a0468b4b68d87bc420	0	0	0	0	0	0	0	0	0	0	15	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
edec9b9cbddc0ffd8957402fa3579242	0	0	0	0	0	0	0	0	0	0	0	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
f4fe0e47974a9b84979bff3ece1fd127	0	0	0	15	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
f7d3c8b68929fe0fabf13f7cf97f6492	0	0	0	0	0	0	0	0	0	0	15	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
0dbc01933e1f03dde0af8d7ec8e3e326	0	0	0	14	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
17bc8dc70416380ec8059216045f717b	0	0	0	14	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
06719faf2f3211d70c7ce69cc4f348ec	0	0	0	13	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
0bf0743fbbcffbbcebe02a5d565231ef	5	0	0	0	0	8	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus
4d539086e7a31168c562feef200f5d6c	0	0	0	0	0	0	0	13	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__
510b973cc4e71661d519c717bdec431c	0	0	0	0	0	0	0	0	0	0	0	13	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
64f3a773c250e16004e1546f7a504082	0	0	0	13	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
77c272dbcb42643773a3eee810faf8ca	0	0	0	0	0	0	0	13	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
98a69380a87e0890b1f64138fa1e4f06	0	0	0	0	0	0	0	0	0	0	13	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
af9110442e85046302288b4f8a0f4837	0	13	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
d5e691abf7915316bfdbfa523daa080a	0	0	13	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
e4df71b4beaf7c352473f94985666dd2	0	0	0	0	0	0	0	0	0	0	5	8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
07eb069b663866c4823716070ca0e79b	0	0	0	0	0	0	0	0	12	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
0e399ae123e660e201b9e4102472a9e8	0	0	0	0	0	0	0	0	0	12	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
1d2b00ff8b7477d2b6c2b8043f7c9d31	0	0	0	0	0	0	0	12	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__anaerobius
619e380b1d755f890ff788addb0cfbbe	0	0	0	0	6	6	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
7fd6a8fd06f07f444172e3789e19d84a	0	0	0	12	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
886d977c65c2e2e4334d40d5944e23a0	0	0	0	0	0	0	0	0	0	12	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lactonifactor; s__longoviformis
98fe7978e7f244908e395770462ac245	0	12	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
cb0ae3f7f79c995e95e8cf343c7155a9	0	0	0	0	0	0	0	0	0	0	12	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
eb470140421ff84d4b5aea831432ae31	0	0	0	0	0	12	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
3b5ac942b3f7e2fcf569fc9b06c17a92	11	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
3fd0c1aebeadfd9c4f8a66a6680b310f	0	0	0	0	0	0	0	0	0	0	0	11	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
8f5861dd05ff347032a565cd7ad31870	0	0	0	0	4	0	0	7	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D; s__
e74a7d4ca3e5997218bff91b667c48ff	0	0	0	4	0	0	0	0	0	0	7	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__
1f4c2421678f1e0e027e957e185fee26	0	0	0	0	0	0	0	0	0	10	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
39ad3267db6e7e83e902b055e87c8b31	0	0	0	0	0	0	0	0	10	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]
4fa36d65aef43cf33e970092da5b9ad9	0	0	0	0	0	0	0	0	0	10	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Pseudoramibacter_Eubacterium; s__
73095392f7c7ecdff313b8558644334c	0	10	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
781dea45de42f2c1d883c89ab0efc45f	0	0	0	0	0	0	0	0	0	0	0	10	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
8fbfffbc328be7b05b9df5afe90923c2	10	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
02e1e971506b265659c0f5bf758c24b7	0	0	0	0	0	0	0	0	0	0	9	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
32455248f323ccf1db4ce7b77e3ce901	0	0	0	0	0	0	9	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__moorei
44eb603ac11f6bad4a83878080a29a69	0	0	0	0	0	0	0	0	0	0	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__1-68; s__
6c991efda87852b8e1dc9e4d1ce491c6	0	0	0	0	0	0	0	0	0	0	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
8e0e95a2506e1d07e9e82d04f6f571ef	0	0	0	0	0	0	0	0	9	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
cc465b18f37cb7e609cff5ba5ed2bffe	0	0	9	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ea467f7bcbfd3e90898981800bf2c534	0	0	0	0	0	0	0	0	0	0	9	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
1e409bd58f1f1879b023ce806bd92070	0	0	0	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
310023723aab4696cdb707dc6bb4d94a	0	0	0	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
342dc88f9759a222577b4242cdd5f1d3	0	0	8	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
3981d9783fe1e9e6c7c6cbd4c0db84d6	0	0	0	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
3ac77bc1410516ad7fa3a526b862d0e7	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
4f9106b58ba967a459b11a9d6f9ca4e0	0	0	0	8	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
5122f94d6c6accbd1af0f958df943847	0	0	0	0	0	0	0	0	8	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
596da2f2849ea809621fca28fad5db12	0	0	8	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
61fa557185d47830fe3a10e1971a8bba	8	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
7b177cfea3b8f54208dbb65150e47b81	0	0	0	0	8	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
85b13d1f1aeee8bde2a7178d8714004f	0	0	8	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
b1a448dc7412d506e18461362944ecf8	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
bfe752e7b722d509efb50fe52e9afa86	0	0	0	0	0	8	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
c5ccea21b43ffc03a1ab4d769be69f09	8	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
d469386c22ade5ff623e4b4996d4b9d6	0	0	3	5	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Anaerofustis; s__
d633b21d57c88efd3903c6c306c0e53b	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
d6eed7562604064192ab564efecff2ad	0	0	0	0	0	0	0	0	0	0	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
e618daff655b7bb6c1fc4582c4691b0e	0	0	0	0	0	0	0	0	0	0	0	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
fb3a1838e4556844efebeb418e436360	0	0	0	0	0	0	0	0	0	0	0	8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus
04457f7adc6e79ab27896a470a80cd3c	0	0	0	7	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
